Age,Age_Showing,5th_centile,25th_centile,50th_centile,75th_centile,95th_centile,CI_low_5th,CI_high_5th,CI_low_25th,CI_high_25th,CI_low_50th,CI_high_50th,CI_low_75th,CI_high_75th,CI_low_95th,CI_high_95th
39.5,39.5,0.61555,0.65541,0.67738,0.69648,0.72159,0.61393,0.61706,0.65422,0.65663,0.67626,0.67854,0.69536,0.69763,0.72041,0.72281
39.6,39.6,0.61541,0.65532,0.67731,0.69643,0.72157,0.6138,0.61692,0.65413,0.65654,0.67619,0.67847,0.69531,0.69758,0.72039,0.72278
39.7,39.7,0.61527,0.65522,0.67724,0.69638,0.72154,0.61366,0.61679,0.65404,0.65645,0.67612,0.6784,0.69526,0.69753,0.72038,0.72276
39.8,39.8,0.61514,0.65513,0.67717,0.69633,0.72152,0.61352,0.61665,0.65395,0.65635,0.67606,0.67833,0.6952,0.69747,0.72034,0.72274
39.9,39.9,0.615,0.65503,0.6771,0.69628,0.7215,0.61338,0.61651,0.65385,0.65626,0.67599,0.67826,0.69515,0.69742,0.72032,0.72271
40,40,0.61486,0.65494,0.67703,0.69623,0.72148,0.61324,0.61637,0.65376,0.65616,0.67592,0.67818,0.69511,0.69737,0.7203,0.72269
40.1,40.1,0.61473,0.65485,0.67696,0.69618,0.72145,0.6131,0.61623,0.65367,0.65607,0.67586,0.67811,0.69506,0.69732,0.72028,0.72267
40.2,40.2,0.61459,0.65475,0.67689,0.69613,0.72143,0.61296,0.6161,0.65358,0.65598,0.67579,0.67804,0.69501,0.69727,0.72026,0.72265
40.3,40.3,0.61445,0.65466,0.67682,0.69608,0.72141,0.61282,0.61596,0.65349,0.65588,0.67572,0.67797,0.69497,0.69722,0.72024,0.72264
40.4,40.4,0.61431,0.65457,0.67675,0.69603,0.72139,0.61268,0.61582,0.65341,0.65578,0.67565,0.6779,0.69492,0.69717,0.72021,0.72262
40.5,40.5,0.61418,0.65447,0.67668,0.69598,0.72137,0.61254,0.61568,0.65331,0.65569,0.67558,0.67783,0.69487,0.69712,0.72019,0.7226
40.6,40.6,0.61404,0.65438,0.67661,0.69594,0.72135,0.6124,0.61554,0.65322,0.65559,0.67551,0.67776,0.69483,0.69707,0.72017,0.72258
40.7,40.7,0.6139,0.65428,0.67654,0.69589,0.72133,0.61225,0.61541,0.65313,0.65549,0.67544,0.67769,0.69478,0.69703,0.72016,0.72255
40.8,40.8,0.61376,0.65419,0.67648,0.69584,0.72131,0.61212,0.61527,0.65303,0.6554,0.67537,0.67762,0.69473,0.69698,0.72014,0.72253
40.9,40.9,0.61362,0.6541,0.67641,0.69579,0.72129,0.61199,0.61513,0.65293,0.65531,0.6753,0.67755,0.69469,0.69693,0.72012,0.72251
41,41,0.61348,0.654,0.67634,0.69575,0.72127,0.61185,0.615,0.65284,0.65521,0.67523,0.67749,0.69464,0.69689,0.7201,0.72249
41.1,41.1,0.61334,0.65391,0.67627,0.6957,0.72126,0.6117,0.61486,0.65275,0.65512,0.67517,0.67742,0.69459,0.69683,0.72008,0.72248
41.2,41.2,0.6132,0.65382,0.6762,0.69565,0.72124,0.61156,0.61471,0.65266,0.65503,0.67509,0.67735,0.69454,0.69679,0.72006,0.72246
41.3,41.3,0.61307,0.65372,0.67613,0.69561,0.72122,0.61141,0.61457,0.65256,0.65493,0.67502,0.67728,0.69449,0.69675,0.72004,0.72244
41.4,41.4,0.61293,0.65363,0.67607,0.69556,0.7212,0.61127,0.61443,0.65247,0.65484,0.67496,0.67721,0.69444,0.6967,0.72002,0.72242
41.5,41.5,0.61279,0.65353,0.676,0.69552,0.72119,0.61112,0.6143,0.65237,0.65474,0.6749,0.67714,0.6944,0.69665,0.72,0.7224
41.6,41.6,0.61265,0.65344,0.67593,0.69547,0.72117,0.61097,0.61416,0.65227,0.65464,0.67483,0.67707,0.69435,0.69661,0.71998,0.72238
41.7,41.7,0.6125,0.65335,0.67586,0.69542,0.72116,0.61083,0.61403,0.65218,0.65455,0.67477,0.677,0.69431,0.69656,0.71996,0.72237
41.8,41.8,0.61236,0.65325,0.67579,0.69538,0.72114,0.61069,0.61388,0.65208,0.65446,0.67471,0.67693,0.69426,0.69651,0.71994,0.72235
41.9,41.9,0.61222,0.65316,0.67573,0.69533,0.72113,0.61054,0.61374,0.65199,0.65436,0.67464,0.67686,0.69421,0.69647,0.71992,0.72234
42,42,0.61208,0.65307,0.67566,0.69529,0.72111,0.6104,0.61359,0.65189,0.65427,0.67457,0.6768,0.69417,0.69642,0.7199,0.72233
42.1,42.1,0.61194,0.65297,0.67559,0.69525,0.7211,0.61026,0.61345,0.6518,0.65418,0.67451,0.67673,0.69413,0.69637,0.71988,0.72232
42.2,42.2,0.6118,0.65288,0.67552,0.6952,0.72108,0.61013,0.61331,0.6517,0.65408,0.67444,0.67666,0.69409,0.69633,0.71987,0.7223
42.3,42.3,0.61166,0.65279,0.67546,0.69516,0.72107,0.60999,0.61317,0.65161,0.65398,0.67437,0.67659,0.69404,0.69629,0.71985,0.72228
42.4,42.4,0.61152,0.65269,0.67539,0.69511,0.72105,0.60985,0.61302,0.65152,0.65388,0.67431,0.67652,0.69399,0.69625,0.71983,0.72227
42.5,42.5,0.61137,0.6526,0.67532,0.69507,0.72104,0.60971,0.61287,0.65142,0.65379,0.67424,0.67646,0.69395,0.6962,0.71982,0.72226
42.6,42.6,0.61123,0.65251,0.67526,0.69503,0.72103,0.60958,0.61273,0.65133,0.65369,0.67417,0.67639,0.6939,0.69616,0.71981,0.72224
42.7,42.7,0.61109,0.65241,0.67519,0.69498,0.72102,0.60944,0.61258,0.65123,0.6536,0.67411,0.67633,0.69386,0.69613,0.71981,0.72223
42.8,42.8,0.61095,0.65232,0.67512,0.69494,0.721,0.6093,0.61243,0.65114,0.6535,0.67404,0.67626,0.69382,0.69608,0.7198,0.72222
42.9,42.9,0.61081,0.65223,0.67506,0.6949,0.72099,0.60917,0.61228,0.65105,0.65341,0.67397,0.67619,0.69378,0.69604,0.71979,0.72221
43,43,0.61066,0.65213,0.67499,0.69486,0.72098,0.60903,0.61213,0.65096,0.65331,0.67391,0.67611,0.69374,0.696,0.71977,0.7222
43.1,43.1,0.61052,0.65204,0.67493,0.69481,0.72097,0.60889,0.61199,0.65086,0.65322,0.67384,0.67605,0.6937,0.69596,0.71976,0.72219
43.2,43.2,0.61038,0.65195,0.67486,0.69477,0.72096,0.60875,0.61186,0.65077,0.65313,0.67378,0.67598,0.69366,0.69591,0.71976,0.72218
43.3,43.3,0.61023,0.65185,0.67479,0.69473,0.72095,0.60862,0.61172,0.65067,0.65305,0.67371,0.67591,0.69362,0.69587,0.71975,0.72216
43.4,43.4,0.61009,0.65176,0.67473,0.69469,0.72094,0.60848,0.61158,0.65058,0.65295,0.67364,0.67584,0.69358,0.69583,0.71974,0.72215
43.5,43.5,0.60995,0.65166,0.67466,0.69464,0.72093,0.60834,0.61143,0.65048,0.65286,0.67358,0.67577,0.69354,0.69579,0.71973,0.72214
43.6,43.6,0.6098,0.65157,0.6746,0.6946,0.72092,0.6082,0.61128,0.65039,0.65277,0.67351,0.67571,0.69351,0.69574,0.71972,0.72213
43.7,43.7,0.60966,0.65148,0.67453,0.69456,0.72091,0.60806,0.61115,0.6503,0.65267,0.67345,0.67564,0.69347,0.6957,0.71971,0.72212
43.8,43.8,0.60951,0.65138,0.67446,0.69452,0.7209,0.60791,0.61102,0.6502,0.65256,0.67339,0.67557,0.69343,0.69566,0.71971,0.72211
43.9,43.9,0.60937,0.65129,0.6744,0.69448,0.72089,0.60777,0.61089,0.65011,0.65246,0.67333,0.67551,0.69339,0.69562,0.7197,0.7221
44,44,0.60922,0.6512,0.67433,0.69444,0.72088,0.60763,0.61074,0.65001,0.65236,0.67326,0.67544,0.69335,0.69558,0.71969,0.7221
44.1,44.1,0.60908,0.6511,0.67427,0.6944,0.72087,0.60748,0.6106,0.64992,0.65226,0.6732,0.67537,0.6933,0.69554,0.71967,0.72209
44.2,44.2,0.60893,0.65101,0.6742,0.69436,0.72086,0.60733,0.61045,0.64982,0.65218,0.67314,0.67531,0.69326,0.6955,0.71966,0.72209
44.3,44.3,0.60879,0.65092,0.67414,0.69432,0.72086,0.60719,0.6103,0.64973,0.65209,0.67307,0.67525,0.69322,0.69546,0.71965,0.72208
44.4,44.4,0.60864,0.65082,0.67407,0.69428,0.72085,0.60704,0.61015,0.64963,0.65199,0.67301,0.67518,0.69318,0.69542,0.71964,0.72208
44.5,44.5,0.6085,0.65073,0.67401,0.69424,0.72084,0.6069,0.61001,0.64954,0.65189,0.67293,0.67512,0.69315,0.69539,0.71964,0.72207
44.6,44.6,0.60835,0.65064,0.67394,0.6942,0.72083,0.60675,0.60986,0.64945,0.65179,0.67287,0.67506,0.69311,0.69535,0.71963,0.72206
44.7,44.7,0.60821,0.65054,0.67388,0.69416,0.72083,0.6066,0.60972,0.64936,0.65169,0.6728,0.675,0.69307,0.69531,0.71962,0.72206
44.8,44.8,0.60806,0.65045,0.67381,0.69412,0.72082,0.60646,0.60957,0.64926,0.6516,0.67273,0.67493,0.69302,0.69526,0.71962,0.72205
44.9,44.9,0.60792,0.65035,0.67375,0.69408,0.72081,0.60632,0.60942,0.64917,0.6515,0.67266,0.67487,0.69298,0.69522,0.71961,0.72203
45,45,0.60777,0.65026,0.67368,0.69404,0.7208,0.60616,0.60927,0.64907,0.65141,0.6726,0.67481,0.69295,0.69518,0.71961,0.72203
45.1,45.1,0.60762,0.65017,0.67362,0.694,0.7208,0.60602,0.60913,0.64898,0.65132,0.67253,0.67474,0.69291,0.69514,0.7196,0.72202
45.2,45.2,0.60748,0.65007,0.67355,0.69396,0.72079,0.60587,0.60898,0.64888,0.65122,0.67246,0.67468,0.69287,0.6951,0.71959,0.72202
45.3,45.3,0.60733,0.64998,0.67349,0.69392,0.72079,0.60573,0.60883,0.64879,0.65113,0.67239,0.67462,0.69284,0.69506,0.71958,0.722
45.4,45.4,0.60718,0.64989,0.67342,0.69388,0.72078,0.60558,0.60869,0.6487,0.65104,0.67233,0.67455,0.6928,0.69501,0.71958,0.722
45.5,45.5,0.60704,0.64979,0.67336,0.69384,0.72077,0.60542,0.60854,0.64861,0.65095,0.67226,0.67449,0.69275,0.69497,0.71958,0.72199
45.6,45.6,0.60689,0.6497,0.67329,0.6938,0.72077,0.60527,0.6084,0.64852,0.65086,0.6722,0.67442,0.69271,0.69493,0.71957,0.72199
45.7,45.7,0.60674,0.6496,0.67323,0.69376,0.72076,0.60511,0.60825,0.64842,0.65077,0.67213,0.67435,0.69268,0.69489,0.71957,0.72199
45.8,45.8,0.60659,0.64951,0.67317,0.69372,0.72076,0.60495,0.60811,0.64833,0.65067,0.67207,0.67429,0.69265,0.69485,0.71957,0.72198
45.9,45.9,0.60645,0.64942,0.6731,0.69368,0.72075,0.60481,0.60795,0.64824,0.65057,0.672,0.67422,0.69261,0.69481,0.71956,0.72198
46,46,0.6063,0.64932,0.67304,0.69364,0.72075,0.60465,0.6078,0.64815,0.65048,0.67194,0.67416,0.69257,0.69477,0.71955,0.72198
46.1,46.1,0.60615,0.64923,0.67297,0.6936,0.72074,0.60449,0.60765,0.64805,0.65039,0.67187,0.67409,0.69253,0.69473,0.71955,0.72197
46.2,46.2,0.606,0.64913,0.67291,0.69357,0.72074,0.60433,0.6075,0.64796,0.65029,0.6718,0.67402,0.69248,0.69468,0.71954,0.72197
46.3,46.3,0.60585,0.64904,0.67284,0.69353,0.72073,0.60416,0.60736,0.64787,0.65019,0.67174,0.67396,0.69244,0.69465,0.71953,0.72197
46.4,46.4,0.60571,0.64894,0.67278,0.69349,0.72073,0.60402,0.60721,0.64778,0.6501,0.67168,0.67389,0.69239,0.69462,0.71952,0.72197
46.5,46.5,0.60556,0.64885,0.67271,0.69345,0.72072,0.60386,0.60707,0.64769,0.65001,0.67161,0.67382,0.69236,0.69459,0.71951,0.72197
46.6,46.6,0.60541,0.64876,0.67265,0.69341,0.72072,0.60371,0.60692,0.64759,0.64992,0.67155,0.67375,0.69232,0.69456,0.71951,0.72196
46.7,46.7,0.60526,0.64866,0.67259,0.69337,0.72072,0.60355,0.60677,0.6475,0.64982,0.67148,0.67369,0.69227,0.69452,0.7195,0.72196
46.8,46.8,0.60511,0.64857,0.67252,0.69334,0.72071,0.60341,0.60663,0.64741,0.64974,0.67142,0.67362,0.69223,0.69448,0.71949,0.72196
46.9,46.9,0.60496,0.64847,0.67246,0.6933,0.72071,0.60327,0.60648,0.64732,0.64965,0.67136,0.67355,0.69219,0.69444,0.71949,0.72196
47,47,0.60481,0.64838,0.67239,0.69326,0.7207,0.60313,0.60634,0.64722,0.64955,0.6713,0.67349,0.69215,0.69441,0.71948,0.72196
47.1,47.1,0.60467,0.64828,0.67233,0.69322,0.7207,0.60297,0.60619,0.64713,0.64945,0.67123,0.67342,0.69211,0.69438,0.71948,0.72196
47.2,47.2,0.60452,0.64819,0.67226,0.69318,0.7207,0.60281,0.60604,0.64704,0.64935,0.67117,0.67335,0.69208,0.69435,0.71947,0.72195
47.3,47.3,0.60437,0.6481,0.6722,0.69314,0.72069,0.60265,0.60589,0.64694,0.64926,0.67111,0.67329,0.69204,0.69432,0.71947,0.72195
47.4,47.4,0.60422,0.648,0.67213,0.69311,0.72069,0.6025,0.60574,0.64685,0.64917,0.67104,0.67322,0.69201,0.69428,0.71947,0.72195
47.5,47.5,0.60407,0.64791,0.67207,0.69307,0.72068,0.60234,0.6056,0.64675,0.64908,0.67098,0.67316,0.69197,0.69424,0.71946,0.72195
47.6,47.6,0.60392,0.64781,0.67201,0.69303,0.72068,0.60218,0.60544,0.64666,0.649,0.67092,0.67309,0.69194,0.6942,0.71945,0.72194
47.7,47.7,0.60377,0.64772,0.67194,0.69299,0.72068,0.60203,0.60529,0.64656,0.64891,0.67085,0.67303,0.6919,0.69416,0.71944,0.72193
47.8,47.8,0.60362,0.64762,0.67188,0.69295,0.72067,0.60189,0.60515,0.64647,0.64881,0.67079,0.67297,0.69186,0.69411,0.71943,0.72193
47.9,47.9,0.60347,0.64753,0.67181,0.69292,0.72067,0.60173,0.60501,0.64637,0.64871,0.67073,0.6729,0.69182,0.69407,0.71942,0.72193
48,48,0.60332,0.64743,0.67175,0.69288,0.72067,0.60159,0.60486,0.64627,0.64861,0.67066,0.67284,0.69178,0.69403,0.71942,0.72193
48.1,48.1,0.60317,0.64734,0.67168,0.69284,0.72066,0.60144,0.60471,0.64617,0.64851,0.6706,0.67277,0.69174,0.69399,0.71941,0.72193
48.2,48.2,0.60302,0.64724,0.67162,0.6928,0.72066,0.60129,0.60455,0.64608,0.64841,0.67053,0.67271,0.6917,0.69394,0.71941,0.72193
48.3,48.3,0.60287,0.64715,0.67155,0.69276,0.72066,0.60113,0.6044,0.64597,0.64831,0.67046,0.67265,0.69166,0.69389,0.71941,0.72193
48.4,48.4,0.60272,0.64705,0.67149,0.69272,0.72065,0.60098,0.60425,0.64588,0.64821,0.67039,0.67258,0.69162,0.69386,0.71941,0.72192
48.5,48.5,0.60257,0.64696,0.67142,0.69269,0.72065,0.60082,0.6041,0.64579,0.64812,0.67032,0.67252,0.69157,0.69382,0.71941,0.72192
48.6,48.6,0.60242,0.64686,0.67136,0.69265,0.72065,0.60066,0.60394,0.6457,0.64802,0.67025,0.67246,0.69154,0.69378,0.71941,0.72191
48.7,48.7,0.60227,0.64677,0.6713,0.69261,0.72064,0.60049,0.60379,0.6456,0.64792,0.67018,0.67239,0.6915,0.69374,0.7194,0.72191
48.8,48.8,0.60212,0.64667,0.67123,0.69257,0.72064,0.60034,0.60364,0.64549,0.64783,0.67011,0.67233,0.69146,0.6937,0.7194,0.72191
48.9,48.9,0.60197,0.64658,0.67117,0.69253,0.72064,0.60019,0.60348,0.64539,0.64774,0.67005,0.67226,0.69142,0.69365,0.71939,0.72191
49,49,0.60181,0.64648,0.6711,0.69249,0.72063,0.60004,0.60334,0.64529,0.64764,0.66998,0.6722,0.69138,0.69361,0.71938,0.72191
49.1,49.1,0.60166,0.64638,0.67104,0.69246,0.72063,0.59989,0.6032,0.64519,0.64754,0.66992,0.67214,0.69134,0.69358,0.71938,0.72191
49.2,49.2,0.60151,0.64629,0.67097,0.69242,0.72063,0.59975,0.60305,0.6451,0.64744,0.66986,0.67206,0.6913,0.69354,0.71938,0.72191
49.3,49.3,0.60136,0.64619,0.67091,0.69238,0.72062,0.59959,0.60289,0.645,0.64734,0.6698,0.67199,0.69126,0.6935,0.71937,0.72191
49.4,49.4,0.60121,0.6461,0.67084,0.69234,0.72062,0.59944,0.60275,0.6449,0.64724,0.66974,0.67193,0.69122,0.69345,0.71936,0.7219
49.5,49.5,0.60106,0.646,0.67078,0.6923,0.72062,0.59928,0.6026,0.64481,0.64714,0.66968,0.67188,0.69119,0.69341,0.71936,0.7219
49.6,49.6,0.60091,0.64591,0.67071,0.69226,0.72061,0.59912,0.60246,0.64471,0.64705,0.66961,0.67181,0.69115,0.69337,0.71935,0.7219
49.7,49.7,0.60076,0.64581,0.67064,0.69222,0.72061,0.59896,0.6023,0.64461,0.64696,0.66955,0.67175,0.69111,0.69333,0.71935,0.7219
49.8,49.8,0.60061,0.64571,0.67058,0.69219,0.7206,0.59879,0.60215,0.64452,0.64686,0.66948,0.67168,0.69106,0.6933,0.71934,0.72189
49.9,49.9,0.60045,0.64562,0.67051,0.69215,0.7206,0.59863,0.602,0.64442,0.64676,0.66942,0.67161,0.69102,0.69326,0.71933,0.72189
50,50,0.6003,0.64552,0.67045,0.69211,0.7206,0.59847,0.60184,0.64433,0.64666,0.66936,0.67155,0.69097,0.69321,0.71933,0.72188
50.1,50.1,0.60015,0.64543,0.67038,0.69207,0.72059,0.59831,0.6017,0.64424,0.64656,0.66929,0.67148,0.69093,0.69317,0.71931,0.72188
50.2,50.2,0.6,0.64533,0.67032,0.69203,0.72059,0.59817,0.60156,0.64415,0.64646,0.66922,0.67141,0.69088,0.69313,0.7193,0.72187
50.3,50.3,0.59985,0.64523,0.67025,0.69199,0.72058,0.59803,0.6014,0.64405,0.64637,0.66916,0.67135,0.69084,0.69308,0.7193,0.72186
50.4,50.4,0.5997,0.64514,0.67019,0.69195,0.72058,0.59789,0.60125,0.64396,0.64627,0.66909,0.67128,0.69079,0.69304,0.7193,0.72185
50.5,50.5,0.59955,0.64504,0.67012,0.69191,0.72057,0.59773,0.6011,0.64385,0.64617,0.66902,0.67121,0.69075,0.69301,0.71929,0.72186
50.6,50.6,0.59939,0.64494,0.67005,0.69187,0.72057,0.59757,0.60094,0.64375,0.64608,0.66896,0.67113,0.6907,0.69297,0.71928,0.72186
50.7,50.7,0.59924,0.64485,0.66999,0.69183,0.72056,0.59742,0.60079,0.64364,0.64598,0.66889,0.67106,0.69066,0.69293,0.71927,0.72185
50.8,50.8,0.59909,0.64475,0.66992,0.69179,0.72056,0.59726,0.60063,0.64354,0.64588,0.66882,0.67099,0.69062,0.69289,0.71926,0.72184
50.9,50.9,0.59894,0.64465,0.66985,0.69175,0.72055,0.59711,0.60049,0.64344,0.64579,0.66875,0.67092,0.69058,0.69285,0.71924,0.72184
51,51,0.59879,0.64456,0.66979,0.69171,0.72055,0.59695,0.60034,0.64335,0.64569,0.66868,0.67085,0.69054,0.69282,0.71924,0.72184
51.1,51.1,0.59864,0.64446,0.66972,0.69167,0.72054,0.59679,0.60019,0.64323,0.6456,0.66861,0.67078,0.69049,0.69278,0.71924,0.72183
51.2,51.2,0.59848,0.64436,0.66965,0.69163,0.72054,0.59664,0.60003,0.64312,0.6455,0.66855,0.67072,0.69045,0.69274,0.71924,0.72183
51.3,51.3,0.59833,0.64427,0.66959,0.69159,0.72053,0.59648,0.59988,0.64302,0.6454,0.66848,0.67066,0.69041,0.69269,0.71923,0.72182
51.4,51.4,0.59818,0.64417,0.66952,0.69155,0.72052,0.59633,0.59973,0.64291,0.64531,0.66841,0.67059,0.69037,0.69264,0.71921,0.72181
51.5,51.5,0.59803,0.64407,0.66945,0.69151,0.72052,0.59617,0.59957,0.64282,0.64521,0.66834,0.67053,0.69033,0.69259,0.7192,0.72181
51.6,51.6,0.59788,0.64398,0.66939,0.69147,0.72051,0.59602,0.59943,0.64272,0.64511,0.66828,0.67046,0.69028,0.69256,0.71919,0.72181
51.7,51.7,0.59772,0.64388,0.66932,0.69143,0.7205,0.59586,0.59929,0.64262,0.64501,0.66821,0.67039,0.69024,0.69252,0.71918,0.7218
51.8,51.8,0.59757,0.64378,0.66925,0.69139,0.7205,0.5957,0.59914,0.64252,0.64491,0.66813,0.67033,0.6902,0.69248,0.71917,0.72179
51.9,51.9,0.59742,0.64368,0.66919,0.69134,0.72049,0.59555,0.59899,0.64243,0.64481,0.66806,0.67026,0.69016,0.69244,0.71916,0.72179
52,52,0.59727,0.64359,0.66912,0.6913,0.72048,0.59539,0.59883,0.64233,0.64472,0.66799,0.67019,0.69013,0.6924,0.71915,0.72178
52.1,52.1,0.59712,0.64349,0.66905,0.69126,0.72047,0.59523,0.59869,0.64223,0.64462,0.66792,0.67012,0.69009,0.69236,0.71914,0.72178
52.2,52.2,0.59697,0.64339,0.66898,0.69122,0.72047,0.59508,0.59855,0.64213,0.64452,0.66786,0.67006,0.69004,0.69232,0.71913,0.72178
52.3,52.3,0.59681,0.64329,0.66891,0.69118,0.72046,0.59493,0.5984,0.64203,0.64442,0.66778,0.66999,0.69,0.69228,0.71913,0.72177
52.4,52.4,0.59666,0.6432,0.66885,0.69114,0.72045,0.59477,0.59825,0.64194,0.64433,0.66772,0.66992,0.68995,0.69224,0.71912,0.72177
52.5,52.5,0.59651,0.6431,0.66878,0.69109,0.72044,0.59462,0.5981,0.64184,0.64423,0.66765,0.66986,0.68991,0.6922,0.71911,0.72176
52.6,52.6,0.59636,0.643,0.66871,0.69105,0.72043,0.59446,0.59795,0.64173,0.64414,0.66758,0.66979,0.68988,0.69216,0.7191,0.72175
52.7,52.7,0.59621,0.6429,0.66864,0.69101,0.72042,0.59431,0.5978,0.64163,0.64404,0.66751,0.66972,0.68983,0.69212,0.7191,0.72174
52.8,52.8,0.59606,0.6428,0.66857,0.69096,0.72041,0.59416,0.59765,0.64153,0.64394,0.66744,0.66965,0.68978,0.69208,0.71909,0.72173
52.9,52.9,0.5959,0.64271,0.6685,0.69092,0.72041,0.59401,0.5975,0.64143,0.64385,0.66737,0.66958,0.68974,0.69204,0.71908,0.72172
53,53,0.59575,0.64261,0.66843,0.69088,0.7204,0.59386,0.59735,0.64133,0.64375,0.6673,0.66952,0.68969,0.69199,0.71906,0.72171
53.1,53.1,0.5956,0.64251,0.66837,0.69083,0.72038,0.59371,0.5972,0.64123,0.64366,0.66723,0.66945,0.68965,0.69195,0.71904,0.72171
53.2,53.2,0.59545,0.64241,0.6683,0.69079,0.72037,0.59355,0.59704,0.64112,0.64356,0.66715,0.66938,0.6896,0.69191,0.71903,0.7217
53.3,53.3,0.5953,0.64231,0.66823,0.69075,0.72036,0.5934,0.59689,0.64102,0.64346,0.66709,0.66931,0.68955,0.69186,0.71901,0.72169
53.4,53.4,0.59515,0.64221,0.66816,0.6907,0.72035,0.59324,0.59674,0.64092,0.64337,0.66702,0.66925,0.6895,0.6918,0.71899,0.72168
53.5,53.5,0.595,0.64211,0.66809,0.69066,0.72034,0.59309,0.59659,0.64081,0.64327,0.66695,0.66918,0.68946,0.69176,0.71897,0.72167
53.6,53.6,0.59485,0.64202,0.66802,0.69061,0.72033,0.59294,0.59644,0.64071,0.64317,0.66688,0.66911,0.68941,0.69172,0.71896,0.72166
53.7,53.7,0.59469,0.64192,0.66795,0.69057,0.72032,0.59279,0.59629,0.6406,0.64308,0.66681,0.66904,0.68937,0.69167,0.71895,0.72165
53.8,53.8,0.59454,0.64182,0.66788,0.69052,0.7203,0.59263,0.59615,0.6405,0.64298,0.66674,0.66896,0.68932,0.69163,0.71893,0.72163
53.9,53.9,0.59439,0.64172,0.66781,0.69048,0.72029,0.59247,0.59599,0.6404,0.64288,0.66666,0.66888,0.68928,0.69158,0.71892,0.72162
54,54,0.59424,0.64162,0.66774,0.69043,0.72028,0.59232,0.59585,0.64029,0.64278,0.66658,0.66881,0.68923,0.69153,0.71891,0.72162
54.1,54.1,0.59409,0.64152,0.66767,0.69038,0.72026,0.59216,0.59571,0.64019,0.64269,0.6665,0.66874,0.68919,0.69148,0.71889,0.72161
54.2,54.2,0.59394,0.64142,0.66759,0.69034,0.72025,0.59201,0.59556,0.6401,0.64259,0.66642,0.66867,0.68915,0.69144,0.71887,0.72161
54.3,54.3,0.59379,0.64132,0.66752,0.69029,0.72024,0.59185,0.59541,0.64,0.64249,0.66635,0.6686,0.6891,0.69139,0.71885,0.72158
54.4,54.4,0.59364,0.64122,0.66745,0.69024,0.72022,0.5917,0.59526,0.6399,0.64239,0.66627,0.66852,0.68906,0.69135,0.71883,0.72156
54.5,54.5,0.59349,0.64112,0.66738,0.6902,0.72021,0.59155,0.59511,0.6398,0.64229,0.6662,0.66845,0.68901,0.6913,0.71881,0.72155
54.6,54.6,0.59334,0.64102,0.66731,0.69015,0.72019,0.59139,0.59496,0.6397,0.64219,0.66614,0.66839,0.68896,0.69126,0.71879,0.72154
54.7,54.7,0.59319,0.64092,0.66724,0.6901,0.72018,0.59124,0.59482,0.63959,0.64209,0.66607,0.66832,0.68892,0.69121,0.71877,0.72153
54.8,54.8,0.59304,0.64082,0.66717,0.69005,0.72016,0.59109,0.59467,0.63949,0.642,0.666,0.66825,0.68887,0.69116,0.71874,0.72152
54.9,54.9,0.59289,0.64072,0.66709,0.69001,0.72014,0.59094,0.59453,0.63938,0.6419,0.66592,0.66818,0.68881,0.69112,0.71873,0.72151
55,55,0.59274,0.64062,0.66702,0.68996,0.72013,0.59078,0.59438,0.63928,0.6418,0.66585,0.66811,0.68876,0.69107,0.71871,0.72149
55.1,55.1,0.59259,0.64052,0.66695,0.68991,0.72011,0.59063,0.59424,0.63917,0.64171,0.66577,0.66803,0.68871,0.69101,0.71869,0.72148
55.2,55.2,0.59244,0.64042,0.66688,0.68986,0.72009,0.59048,0.59409,0.63907,0.64161,0.6657,0.66796,0.68866,0.69096,0.71867,0.72146
55.3,55.3,0.59229,0.64032,0.6668,0.68981,0.72007,0.59034,0.59395,0.63896,0.64152,0.66562,0.66788,0.6886,0.69091,0.71865,0.72145
55.4,55.4,0.59214,0.64022,0.66673,0.68976,0.72005,0.59019,0.5938,0.63886,0.64142,0.66555,0.6678,0.68855,0.69086,0.71863,0.72143
55.5,55.5,0.59199,0.64012,0.66666,0.68971,0.72003,0.59005,0.59366,0.63875,0.64133,0.66547,0.66773,0.68849,0.69081,0.71861,0.72142
55.6,55.6,0.59184,0.64002,0.66658,0.68966,0.72001,0.5899,0.59351,0.63864,0.64122,0.6654,0.66766,0.68844,0.69076,0.71859,0.7214
55.7,55.7,0.59169,0.63992,0.66651,0.68961,0.71999,0.58976,0.59337,0.63854,0.64112,0.66532,0.66759,0.68839,0.69071,0.71857,0.72138
55.8,55.8,0.59155,0.63982,0.66643,0.68956,0.71997,0.58961,0.59323,0.63844,0.64101,0.66525,0.66752,0.68833,0.69066,0.71855,0.72135
55.9,55.9,0.5914,0.63972,0.66636,0.68951,0.71995,0.58947,0.59308,0.63833,0.64091,0.66517,0.66745,0.68828,0.69061,0.71853,0.72133
56,56,0.59125,0.63962,0.66628,0.68945,0.71993,0.58932,0.59294,0.63823,0.64081,0.66509,0.66737,0.68822,0.69055,0.71851,0.72132
56.1,56.1,0.5911,0.63952,0.66621,0.6894,0.71991,0.58917,0.59279,0.63812,0.64071,0.66501,0.6673,0.68817,0.6905,0.71849,0.72129
56.2,56.2,0.59095,0.63942,0.66614,0.68935,0.71988,0.58902,0.59265,0.63802,0.64062,0.66493,0.66723,0.68811,0.69045,0.71846,0.72127
