Age,Age_Showing,5th_centile,25th_centile,50th_centile,75th_centile,95th_centile,CI_low_5th,CI_high_5th,CI_low_25th,CI_high_25th,CI_low_50th,CI_high_50th,CI_low_75th,CI_high_75th,CI_low_95th,CI_high_95th
73.1,73.1,0.57145,0.62085,0.64808,0.67174,0.70286,0.56983,0.5731,0.61957,0.62213,0.64683,0.64923,0.67058,0.67288,0.70153,0.70415
73.2,73.2,0.57138,0.62073,0.64793,0.67156,0.70265,0.56975,0.57302,0.61944,0.62199,0.64668,0.64908,0.67042,0.67271,0.70132,0.70394
73.3,73.3,0.57131,0.6206,0.64778,0.67139,0.70244,0.56968,0.57295,0.6193,0.62187,0.64653,0.64895,0.67024,0.67254,0.7011,0.70372
73.4,73.4,0.57125,0.62048,0.64762,0.67121,0.70223,0.56961,0.57288,0.61917,0.62175,0.64638,0.64879,0.67006,0.67236,0.70089,0.70351
73.5,73.5,0.57118,0.62036,0.64747,0.67103,0.70201,0.56954,0.57281,0.61904,0.62163,0.64624,0.64865,0.66987,0.67217,0.70068,0.7033
73.6,73.6,0.57111,0.62024,0.64732,0.67085,0.7018,0.56945,0.57275,0.61891,0.62154,0.64608,0.64851,0.66969,0.67199,0.70046,0.70308
73.7,73.7,0.57105,0.62012,0.64716,0.67067,0.70158,0.5694,0.57268,0.61877,0.62142,0.64594,0.64835,0.6695,0.67181,0.70024,0.70287
73.8,73.8,0.57099,0.61999,0.64701,0.67048,0.70136,0.56933,0.57261,0.61864,0.6213,0.64578,0.64819,0.66931,0.67163,0.70003,0.70264
73.9,73.9,0.57092,0.61987,0.64685,0.6703,0.70114,0.56925,0.57255,0.61851,0.62116,0.64562,0.64803,0.66911,0.67146,0.69981,0.70242
74,74,0.57086,0.61975,0.6467,0.67012,0.70092,0.56918,0.57249,0.61838,0.62104,0.64545,0.64789,0.66891,0.67127,0.69958,0.7022
74.1,74.1,0.5708,0.61963,0.64654,0.66993,0.70069,0.56911,0.57244,0.61825,0.62093,0.64529,0.64774,0.66873,0.67109,0.69937,0.70197
74.2,74.2,0.57073,0.6195,0.64638,0.66974,0.70047,0.56903,0.57239,0.61812,0.62081,0.64514,0.64759,0.66855,0.6709,0.69914,0.70174
74.3,74.3,0.57067,0.61938,0.64623,0.66956,0.70024,0.56896,0.57235,0.618,0.62069,0.64499,0.64743,0.66835,0.67071,0.69891,0.70152
74.4,74.4,0.57061,0.61925,0.64607,0.66937,0.70001,0.56889,0.57231,0.61788,0.62057,0.64483,0.64728,0.66816,0.67053,0.69868,0.70129
74.5,74.5,0.57055,0.61913,0.64591,0.66918,0.69978,0.56882,0.57225,0.61775,0.62045,0.64467,0.64711,0.66797,0.67034,0.69846,0.70106
74.6,74.6,0.57049,0.61901,0.64575,0.66898,0.69955,0.56875,0.57221,0.61762,0.62033,0.64451,0.64695,0.66779,0.67015,0.69822,0.70082
74.7,74.7,0.57044,0.61888,0.64559,0.66879,0.69931,0.56868,0.57216,0.61749,0.62021,0.64433,0.64679,0.66758,0.66996,0.69798,0.70061
74.8,74.8,0.57038,0.61876,0.64543,0.6686,0.69908,0.56861,0.5721,0.61735,0.6201,0.64417,0.64663,0.66739,0.66978,0.69773,0.70036
74.9,74.9,0.57032,0.61863,0.64526,0.66841,0.69884,0.56853,0.57207,0.61721,0.61998,0.64401,0.64647,0.6672,0.66958,0.69748,0.70012
75,75,0.57026,0.61851,0.6451,0.66821,0.6986,0.56846,0.57202,0.61707,0.61986,0.64383,0.64632,0.667,0.66939,0.69724,0.6999
75.1,75.1,0.57021,0.61838,0.64494,0.66801,0.69836,0.56839,0.57196,0.61694,0.61974,0.64366,0.64616,0.66681,0.6692,0.69702,0.69967
75.2,75.2,0.57015,0.61826,0.64477,0.66782,0.69812,0.56832,0.57191,0.61681,0.61963,0.64349,0.64601,0.66659,0.66901,0.69676,0.69943
75.3,75.3,0.5701,0.61813,0.64461,0.66762,0.69788,0.56823,0.57188,0.61668,0.61952,0.6433,0.64585,0.66638,0.66882,0.6965,0.69918
75.4,75.4,0.57004,0.618,0.64444,0.66742,0.69763,0.56817,0.57184,0.61654,0.6194,0.64313,0.6457,0.66617,0.66863,0.69626,0.69895
75.5,75.5,0.56999,0.61788,0.64428,0.66722,0.69739,0.56811,0.5718,0.6164,0.61929,0.64297,0.64554,0.66596,0.66843,0.69601,0.69871
75.6,75.6,0.56993,0.61775,0.64411,0.66701,0.69714,0.56805,0.57178,0.61627,0.61918,0.64281,0.64538,0.66576,0.66824,0.69576,0.69848
75.7,75.7,0.56988,0.61762,0.64394,0.66681,0.69689,0.56798,0.57176,0.61614,0.61907,0.64264,0.64521,0.66555,0.66804,0.69549,0.69824
75.8,75.8,0.56983,0.6175,0.64377,0.66661,0.69664,0.56792,0.57173,0.61601,0.61895,0.64247,0.64505,0.66534,0.66785,0.69522,0.698
75.9,75.9,0.56978,0.61737,0.6436,0.6664,0.69638,0.56788,0.57171,0.61587,0.61883,0.64229,0.6449,0.66513,0.66766,0.69494,0.69776
76,76,0.56973,0.61724,0.64343,0.66619,0.69613,0.56782,0.57168,0.61575,0.61873,0.64212,0.64474,0.66492,0.66746,0.69467,0.69755
76.1,76.1,0.56968,0.61711,0.64326,0.66599,0.69587,0.56777,0.57165,0.61563,0.61862,0.64194,0.64457,0.6647,0.66726,0.69441,0.69728
76.2,76.2,0.56963,0.61699,0.64309,0.66578,0.69562,0.56771,0.57159,0.6155,0.61852,0.64176,0.64442,0.66447,0.66706,0.69415,0.69704
76.3,76.3,0.56958,0.61686,0.64292,0.66557,0.69536,0.56765,0.57156,0.61535,0.6184,0.64159,0.64425,0.66425,0.66686,0.6939,0.69679
76.4,76.4,0.56953,0.61673,0.64275,0.66536,0.6951,0.56759,0.57153,0.61521,0.61829,0.64141,0.64408,0.66402,0.66666,0.69362,0.69653
76.5,76.5,0.56948,0.6166,0.64257,0.66515,0.69483,0.5675,0.57149,0.61507,0.61817,0.64122,0.64392,0.6638,0.66646,0.69334,0.69627
76.6,76.6,0.56943,0.61647,0.6424,0.66493,0.69457,0.56742,0.57148,0.61493,0.61806,0.64104,0.64376,0.66357,0.66625,0.69307,0.69602
76.7,76.7,0.56938,0.61634,0.64223,0.66472,0.6943,0.56734,0.57145,0.61479,0.61795,0.64085,0.6436,0.66334,0.66604,0.6928,0.69579
76.8,76.8,0.56934,0.61621,0.64205,0.6645,0.69403,0.56729,0.57143,0.61464,0.61782,0.64066,0.64344,0.66311,0.66584,0.69252,0.69554
76.9,76.9,0.56929,0.61608,0.64187,0.66429,0.69377,0.56725,0.57141,0.61449,0.61771,0.64048,0.64328,0.66289,0.66564,0.69223,0.69526
77,77,0.56924,0.61595,0.6417,0.66407,0.69349,0.56719,0.57137,0.61435,0.6176,0.64029,0.64311,0.66265,0.66543,0.69195,0.695
77.1,77.1,0.5692,0.61582,0.64152,0.66385,0.69322,0.56711,0.57136,0.6142,0.61748,0.6401,0.64295,0.66244,0.66522,0.69166,0.69475
77.2,77.2,0.56916,0.61569,0.64134,0.66363,0.69295,0.56704,0.57134,0.61407,0.61737,0.63991,0.64279,0.66221,0.66502,0.69138,0.69449
77.3,77.3,0.56911,0.61556,0.64116,0.66341,0.69267,0.56695,0.57133,0.61393,0.61725,0.63972,0.64262,0.66199,0.66481,0.69109,0.69421
77.4,77.4,0.56907,0.61543,0.64098,0.66319,0.69239,0.56688,0.57131,0.61379,0.61714,0.63952,0.64246,0.66174,0.6646,0.6908,0.69394
77.5,77.5,0.56902,0.61529,0.6408,0.66296,0.69212,0.56682,0.57131,0.61364,0.61701,0.63932,0.64227,0.66151,0.66439,0.6905,0.69367
77.6,77.6,0.56898,0.61516,0.64062,0.66274,0.69183,0.56676,0.57132,0.61348,0.61689,0.63912,0.64211,0.66129,0.66418,0.69019,0.6934
77.7,77.7,0.56894,0.61503,0.64044,0.66251,0.69155,0.56668,0.57129,0.61332,0.61678,0.63892,0.64194,0.66105,0.66396,0.68989,0.69313
77.8,77.8,0.5689,0.6149,0.64025,0.66229,0.69127,0.56662,0.57126,0.61317,0.61665,0.63871,0.64178,0.6608,0.66375,0.68958,0.69285
77.9,77.9,0.56886,0.61476,0.64007,0.66206,0.69098,0.56656,0.57125,0.61303,0.61654,0.6385,0.6416,0.66056,0.66353,0.68927,0.69258
78,78,0.56882,0.61463,0.63989,0.66183,0.6907,0.5665,0.57125,0.61288,0.61642,0.63828,0.64143,0.66031,0.66333,0.68897,0.6923
78.1,78.1,0.56878,0.6145,0.6397,0.6616,0.69041,0.56644,0.57125,0.61272,0.61629,0.63807,0.64126,0.66006,0.66314,0.68866,0.69202
78.2,78.2,0.56874,0.61436,0.63951,0.66137,0.69012,0.56638,0.57124,0.61257,0.61617,0.63787,0.6411,0.65981,0.66295,0.68836,0.69178
78.3,78.3,0.5687,0.61423,0.63933,0.66114,0.68982,0.56632,0.57122,0.61241,0.61604,0.63767,0.64094,0.65957,0.66272,0.68805,0.69151
78.4,78.4,0.56866,0.61409,0.63914,0.6609,0.68953,0.56627,0.57119,0.61225,0.61591,0.63747,0.64078,0.65933,0.6625,0.68773,0.69124
78.5,78.5,0.56862,0.61396,0.63895,0.66067,0.68924,0.56621,0.57118,0.6121,0.61579,0.63728,0.64061,0.65908,0.66229,0.68741,0.69098
78.6,78.6,0.56858,0.61382,0.63876,0.66043,0.68894,0.56615,0.57115,0.61196,0.61572,0.63708,0.64043,0.65882,0.66208,0.68709,0.6907
78.7,78.7,0.56854,0.61369,0.63857,0.6602,0.68864,0.56609,0.57114,0.6118,0.6156,0.63686,0.64025,0.65858,0.66186,0.68677,0.69042
78.8,78.8,0.56851,0.61355,0.63838,0.65996,0.68834,0.56602,0.57113,0.61163,0.61548,0.63664,0.64009,0.65833,0.66165,0.68646,0.69014
78.9,78.9,0.56847,0.61342,0.63819,0.65972,0.68804,0.56596,0.57112,0.61146,0.61538,0.63641,0.63992,0.65807,0.66142,0.68613,0.68985
79,79,0.56843,0.61328,0.638,0.65948,0.68773,0.5659,0.57112,0.6113,0.61527,0.63619,0.63975,0.65781,0.66121,0.68581,0.68956
79.1,79.1,0.5684,0.61314,0.63781,0.65924,0.68743,0.56583,0.57111,0.61113,0.61515,0.63597,0.63957,0.65755,0.66099,0.6855,0.68928
79.2,79.2,0.56836,0.613,0.63761,0.659,0.68712,0.56575,0.57111,0.61097,0.61504,0.63575,0.6394,0.65729,0.66076,0.68517,0.68899
79.3,79.3,0.56833,0.61287,0.63742,0.65875,0.68682,0.56567,0.57109,0.61081,0.61492,0.63553,0.63922,0.65703,0.66053,0.68486,0.68872
79.4,79.4,0.56829,0.61273,0.63722,0.65851,0.68651,0.56561,0.57107,0.61065,0.6148,0.63532,0.63905,0.65678,0.66031,0.68453,0.68844
79.5,79.5,0.56826,0.61259,0.63703,0.65826,0.68619,0.56554,0.57106,0.61051,0.61468,0.63509,0.63886,0.65651,0.66008,0.68419,0.68816
79.6,79.6,0.56822,0.61245,0.63683,0.65802,0.68588,0.56548,0.5711,0.61034,0.61456,0.63488,0.63868,0.65625,0.65986,0.68386,0.68787
79.7,79.7,0.56819,0.61231,0.63663,0.65777,0.68557,0.56541,0.57107,0.61017,0.61444,0.63466,0.63851,0.65597,0.65963,0.68352,0.68759
79.8,79.8,0.56815,0.61217,0.63643,0.65752,0.68525,0.56534,0.57105,0.61,0.61433,0.63445,0.63834,0.6557,0.6594,0.68318,0.6873
79.9,79.9,0.56812,0.61203,0.63624,0.65727,0.68493,0.56526,0.57104,0.60982,0.61422,0.63423,0.63817,0.65543,0.65917,0.68285,0.687
80,80,0.56809,0.61189,0.63604,0.65702,0.68461,0.56519,0.57105,0.60964,0.61411,0.63402,0.63799,0.65515,0.65893,0.68251,0.68672
